user_id,isbn,rating
11676,0002005018,6.424586772918701
116866,0002005018,7.264421463012695
152827,0060973129,7.926519393920898
157969,0374157065,4.797687530517578
67958,0399135782,7.299830436706543
213191,0399135782,2.0933640003204346
245827,0399135782,5.612878799438477
11676,0671870432,4.690183639526367
263256,1558746218,6.145024299621582
226745,1881320189,5.558169841766357
7352,0440234743,5.7142767906188965
12923,0440234743,6.357918739318848
13552,0440234743,4.945654392242432
21264,0440234743,7.510778903961182
31299,0440234743,6.063211441040039
64535,0440234743,6.260887145996094
70666,0440234743,3.504214286804199
75819,0440234743,4.156022548675537
79740,0440234743,5.213334083557129
85534,0440234743,8.159497261047363
100393,0440234743,5.457056045532227
108143,0440234743,2.465914249420166
116127,0440234743,5.790406227111816
122251,0440234743,7.766877174377441
128463,0440234743,6.721556186676025
131703,0440234743,5.860128402709961
132144,0440234743,6.660975456237793
134863,0440234743,6.718293190002441
136707,0440234743,4.891850471496582
143939,0440234743,5.1403913497924805
144062,0440234743,5.3429274559021
150400,0440234743,5.773495674133301
154730,0440234743,8.186976432800293
165884,0440234743,5.138277530670166
187533,0440234743,7.6148881912231445
187944,0440234743,3.61305832862854
217516,0440234743,5.466899871826172
227392,0440234743,7.069673538208008
240567,0440234743,3.2867472171783447
245616,0440234743,6.188054084777832
250101,0440234743,8.395133972167969
258884,0440234743,6.024048805236816
259223,0440234743,7.953061580657959
273979,0440234743,5.349717140197754
6242,0452264464,6.558753490447998
8570,0452264464,3.101813793182373
11104,0452264464,5.85817289352417
11676,0452264464,5.781168460845947
36197,0452264464,6.3613457679748535
36907,0452264464,7.843465805053711
80837,0452264464,3.1203320026397705
102359,0452264464,6.101374626159668
144803,0452264464,5.055370807647705
165319,0452264464,4.707928657531738
174633,0452264464,7.455661773681641
221232,0452264464,4.77304744720459
252627,0452264464,4.287607669830322
271135,0452264464,4.704448699951172
271144,0452264464,5.877111434936523
11676,0609804618,6.4627275466918945
79089,0609804618,5.935364723205566
271622,0609804618,6.333768367767334
141518,1841721522,2.0232789516448975
157118,1841721522,1.3274343013763428
14,0689821166,5.271090030670166
4784,0971880107,3.7791247367858887
8453,0971880107,5.072380542755127
11554,0971880107,6.279024124145508
12264,0971880107,5.88038444519043
13088,0971880107,2.193824291229248
13221,0971880107,4.721626281738281
14049,0971880107,5.576375961303711
14461,0971880107,6.685299396514893
20147,0971880107,1.7640135288238525
21404,0971880107,4.962946891784668
24664,0971880107,3.526127815246582
28091,0971880107,3.6342804431915283
28735,0971880107,6.6141252517700195
32329,0971880107,6.04923152923584
33535,0971880107,4.72232723236084
37538,0971880107,4.526096820831299
40841,0971880107,7.528194904327393
41596,0971880107,6.679433822631836
45666,0971880107,6.090757369995117
46398,0971880107,5.7336955070495605
49954,0971880107,3.8328378200531006
51803,0971880107,7.000669956207275
55894,0971880107,5.1531805992126465
59994,0971880107,5.9040303230285645
60633,0971880107,5.351953506469727
61028,0971880107,5.00933837890625
64819,0971880107,3.725682020187378
65145,0971880107,3.100006103515625
65370,0971880107,2.581603527069092
67636,0971880107,3.5535523891448975
67704,0971880107,5.782652854919434
69378,0971880107,4.720453262329102
70153,0971880107,5.023396968841553
71162,0971880107,4.428363800048828
71464,0971880107,3.85003662109375
72030,0971880107,7.975518226623535
74910,0971880107,4.01140022277832
79738,0971880107,7.135454177856445
83469,0971880107,5.055055618286133
84682,0971880107,6.684453010559082
89867,0971880107,3.9170098304748535
91254,0971880107,5.4500017166137695
92727,0971880107,5.055148601531982
98655,0971880107,3.2155778408050537
104268,0971880107,5.660682678222656
111433,0971880107,1.5117082595825195
114434,0971880107,7.179740905761719
121070,0971880107,3.4773025512695312
127619,0971880107,5.254554271697998
