user_id,isbn,rating
11676,0002005018,4.283862113952637
116866,0002005018,3.8738150596618652
152827,0060973129,3.8713271617889404
157969,0374157065,1.245534896850586
67958,0399135782,2.7743139266967773
213191,0399135782,2.804821729660034
245827,0399135782,3.7301106452941895
11676,0671870432,2.9707441329956055
263256,1558746218,2.661468982696533
226745,1881320189,3.3571362495422363
7352,0440234743,2.5139403343200684
12923,0440234743,2.5358500480651855
13552,0440234743,2.3345930576324463
21264,0440234743,2.414217948913574
31299,0440234743,2.804448366165161
64535,0440234743,2.9658117294311523
70666,0440234743,2.796570062637329
75819,0440234743,2.175752639770508
79740,0440234743,3.4506781101226807
85534,0440234743,2.89335560798645
100393,0440234743,3.7793149948120117
108143,0440234743,2.4110374450683594
116127,0440234743,2.481829881668091
122251,0440234743,3.5169260501861572
128463,0440234743,3.0702662467956543
131703,0440234743,3.090379476547241
132144,0440234743,2.3613815307617188
134863,0440234743,3.947568655014038
136707,0440234743,2.729192018508911
143939,0440234743,2.3390960693359375
144062,0440234743,3.92281436920166
150400,0440234743,2.91955828666687
154730,0440234743,3.3509371280670166
165884,0440234743,2.8397915363311768
187533,0440234743,2.6835598945617676
187944,0440234743,1.6696687936782837
217516,0440234743,2.244628667831421
227392,0440234743,3.4388580322265625
240567,0440234743,1.9830732345581055
245616,0440234743,4.091403484344482
250101,0440234743,3.388523817062378
258884,0440234743,3.1327977180480957
259223,0440234743,3.929229259490967
273979,0440234743,3.5672426223754883
6242,0452264464,1.2376055717468262
8570,0452264464,1.6941182613372803
11104,0452264464,2.1696271896362305
11676,0452264464,3.528954267501831
36197,0452264464,1.4277455806732178
36907,0452264464,2.66088604927063
80837,0452264464,1.6516509056091309
102359,0452264464,1.5402336120605469
144803,0452264464,2.4222731590270996
165319,0452264464,1.6057429313659668
174633,0452264464,3.0787761211395264
221232,0452264464,1.5046042203903198
252627,0452264464,1.3683151006698608
271135,0452264464,1.9911068677902222
271144,0452264464,2.977184772491455
11676,0609804618,3.732194662094116
79089,0609804618,1.6867890357971191
271622,0609804618,1.9632636308670044
141518,1841721522,2.5030710697174072
157118,1841721522,1.5610308647155762
14,0689821166,3.125638246536255
4784,0971880107,2.0448403358459473
8453,0971880107,3.0682225227355957
11554,0971880107,2.5194878578186035
12264,0971880107,2.598694324493408
13088,0971880107,1.711216688156128
13221,0971880107,1.719211220741272
14049,0971880107,3.1119449138641357
14461,0971880107,2.2498841285705566
20147,0971880107,1.5911123752593994
21404,0971880107,2.406663656234741
24664,0971880107,1.631953239440918
28091,0971880107,1.5079911947250366
28735,0971880107,1.6979053020477295
32329,0971880107,2.3071846961975098
33535,0971880107,2.0562357902526855
37538,0971880107,3.103945016860962
40841,0971880107,2.6437370777130127
41596,0971880107,1.2620201110839844
45666,0971880107,2.9455225467681885
46398,0971880107,2.104562759399414
49954,0971880107,2.780555248260498
51803,0971880107,2.611726999282837
55894,0971880107,1.5720725059509277
59994,0971880107,2.242403745651245
60633,0971880107,2.3087716102600098
61028,0971880107,1.9284448623657227
64819,0971880107,1.5548280477523804
65145,0971880107,1.333486557006836
65370,0971880107,2.2899274826049805
67636,0971880107,2.6836555004119873
67704,0971880107,3.613168478012085
69378,0971880107,1.925205111503601
70153,0971880107,1.7671622037887573
71162,0971880107,2.181511402130127
71464,0971880107,2.488417863845825
72030,0971880107,2.3252453804016113
74910,0971880107,2.7562785148620605
79738,0971880107,2.288099527359009
83469,0971880107,2.4787771701812744
84682,0971880107,2.2085800170898438
89867,0971880107,2.4447989463806152
91254,0971880107,2.444617986679077
92727,0971880107,2.8524060249328613
98655,0971880107,1.751157283782959
104268,0971880107,2.582864761352539
111433,0971880107,2.5949974060058594
114434,0971880107,1.9432916641235352
121070,0971880107,1.6768628358840942
127619,0971880107,3.039149761199951
128447,0971880107,1.4863293170928955
130915,0971880107,2.2632429599761963
133645,0971880107,2.0939273834228516
136139,0971880107,3.1787891387939453
136237,0971880107,1.4019602537155151
141842,0971880107,2.701958656311035
142600,0971880107,2.52573299407959
144133,0971880107,1.921016812324524
148191,0971880107,2.466695785522461
150657,0971880107,2.855677366256714
157783,0971880107,1.5554795265197754
159720,0971880107,1.3608710765838623
160241,0971880107,2.923123836517334
161726,0971880107,1.3204607963562012
171506,0971880107,2.0299394130706787
172406,0971880107,1.9508247375488281
173190,0971880107,1.6122957468032837
173315,0971880107,2.543548822402954
174657,0971880107,2.982046604156494
175254,0971880107,3.416680097579956
178072,0971880107,1.52463960647583
179791,0971880107,1.8523998260498047
180149,0971880107,2.719189167022705
180447,0971880107,1.9490416049957275
180795,0971880107,1.496256709098816
181316,0971880107,3.200474262237549
190885,0971880107,2.685803174972534
191214,0971880107,2.5627496242523193
197550,0971880107,2.9217183589935303
